Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
16183060,"Third Shift: Pact (Shift, #3)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",3,4.30,Broad Reach Publishing,Kindle Edition,277,2013,2013,,2013/08/10,"2013, ebook, kindle, own","2013 (#15), ebook (#11), kindle (#11), own (#13)",read,"I was glad to finally get more information behind the true purpose of the Silos, but it was a somewhat slow read overall, possibly since I wasn't that interested in Silo 1 just as exposition/for moving the plot along and Silo 17 was just about getting Solo to the point where he meets Jules in the previous books.",,,1,,,0,,,,,
15832300,"Unfettered (Unfettered, #1)",Shawn Speakman,"Speakman, Shawn","Robert Jordan, Terry Brooks, Patrick Rothfuss, Brandon Sanderson, Jacqueline Carey, Tad Williams, R.A. Salvatore, Naomi Novik, Geno Salvatore, Peter V. Brett, Daniel Abraham, Lev Grossman, David Anthony Durham, Peter Orullian, Blake Charlton, Michael J. Sullivan, Eldon Thompson, Robert V.S. Redick, Carrie Vaughn, Kevin Hearne, Jennifer Bosworth, Todd Lockwood, Mark  Lawrence","=""""","=""""",4,3.80,Grim Oak Press,Hardcover,574,2013,2013,,2013/07/12,"2013, ebook, kindle, own","2013 (#14), ebook (#10), kindle (#10), own (#12)",read,"4.5/5 - I enjoyed most of the stories in this collection quite a lot, and those that I didn't love, I still liked. Definitely worth it if you're familiar with more than a few of these authors.",,,1,,,0,,,,,
149055,Tales from the White Hart,Arthur C. Clarke,"Clarke, Arthur C.",Richard M. Powers,"=""""","=""""",2,3.94,Ballantine Books,Paperback,151,1957,1957,,2013/06/17,"2013, kindle, own, ebook, gave-up","2013 (#12), kindle (#8), own (#10), ebook (#8), gave-up (#4)",read,"I tried to like it, but just couldn't get into it. I think the vignette-y nature of the tales just didn't really keep my interest.",,,1,,,0,,,,,
10137823,"The Rithmatist (Rithmatist, #1)",Brandon Sanderson,"Sanderson, Brandon",Ben McSweeney,"=""0765320320""","=""9780765320322""",4,4.21,Tor Teen,Hardcover,378,2013,2013,,2013/05/17,"2013, own, kindle, ebook","2013 (#10), own (#8), kindle (#6), ebook (#6)",read,"Pretty much exactly what I'd expect from a YA Sanderson book. As usual, I wish we got to see more of the underpinnings of the magic system, but I expect that sequels will dig more in that direction. Also, I really like how the main protagonist isn't a Rithmatist!",,,1,,,0,,,,,
216434,Triplet,Timothy Zahn,"Zahn, Timothy",,"=""0671653415""","=""9780671653415""",3,3.61,Baen Books,Paperback,369,1990,1987,,2013/05/29,"2013, ebook, kindle, own","2013 (#11), ebook (#7), kindle (#7), own (#9)",read,,,,1,,,0,,,,,
77735,"The Honor of the Queen (Honor Harrington, #2)",David Weber,"Weber, David",,"=""0671721720""","=""9780671721725""",3,4.21,Baen Books,Paperback,422,2001,1993,,2013/05/07,"kindle, own, ebook, 2013","kindle (#5), own (#7), ebook (#5), 2013 (#9)",read,"Kind of surprised I haven't rated this before. This is a re-read since it was on sale for the Kindle. Entertaining as always, but did not hold up as well as I thought it would.",,,1,,,0,,,,,
12796771,"Awakening (Infinity Blade, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",3,3.84,ChAIR Entertainment Group,Kindle Edition,128,2011,2011,,2013/05/07,"2013, ebook, kindle, own","2013 (#8), ebook (#4), kindle (#4), own (#6)",read,"Read this mostly because it was on sale for $0.99 and I enjoy Sanderson. A fun read, as things go, but I wish it were more than just a short story.",,,1,,,0,,,,,
13507787,Practical Object Oriented Design in Ruby,Sandi Metz,"Metz, Sandi",,"=""0321721330""","=""9780321721334""",4,4.54,Addison-Wesley Professional,Paperback,247,2012,2012,,2013/04/13,"2013, ebook, kindle, own","2013 (#7), ebook (#3), kindle (#3), own (#5)",read,"4.5/5 - One of the few programming books which has content that actually matches the title. Lots of very useful (practical) suggestions on writing code in Ruby, and the book avoids getting too high-level, for better or worse.",,,1,,,0,,,,,
15028175,"Accidents in North American Mountaineering, Volume 10, Number 2, Issue 65",Jed Williamson,"Williamson, Jed",,"=""1933056770""","=""9781933056777""",5,4.12,American Alpine Club,Paperback,124,2012,2012,,2013/03/18,2013,2013 (#6),read,A must-read for anyone who climbs.,,,1,,,0,,,,,
15823426,"The Secret Race: Inside the Hidden World of the Tour de France: Doping, Cover-ups, and Winning at All Costs",Tyler Hamilton,"Hamilton, Tyler",Daniel Coyle,"=""0345530411""","=""9780345530417""",5,4.36,Bantam,Hardcover,290,2012,2012,,2013/02/13,2013,2013 (#5),read,"4.5/5 - An incredibly fascinating read about doping in bicycling. Hamilton is surprisingly forthright, and doesn't try to make excuses for himself.",,,1,,,0,,,,,
79195,"Brainiac: Adventures in the Curious, Competitive, Compulsive World of Trivia Buffs",Ken Jennings,"Jennings, Ken",,"=""1400064457""","=""9781400064458""",3,3.90,Villard,Hardcover,288,2006,2006,,2013/02/04,"2013, ebook","2013 (#4), ebook (#2)",read,"Fun to read, although not as interesting as I thought it would be. Jennings intersperses talking about his experiences on Jeopardy with writing about trivia in general, and although the latter is neat, it's not something I'm particularly interested in.",,,1,,,0,,,,,
8550866,"Invasion (The Secret World Chronicles, #1)",Mercedes Lackey,"Lackey, Mercedes","Steve Libbey, Cody Martin, Dennis Lee","=""1439134197""","=""9781439134191""",1,3.49,Baen,Hardcover,416,2011,2011,2012/11/17,2012/11/20,gave-up,gave-up (#3),read,Got about a third of the way through before I gave up. Read like bad fanfiction.,,,1,,,0,,,,,
334643,"Abhorsen (Abhorsen, #3)",Garth Nix,"Nix, Garth",,"=""0060278250""","=""9780060278250""",3,4.20,HarperCollins,Hardcover,358,2003,2003,,2013/01/10,2013,2013 (#3),read,"Again, a fun read, but the plotting was a little too contrived for my taste.",,,1,,,0,,,,,
47624,"Lirael (Abhorsen, #2)",Garth Nix,"Nix, Garth",,"=""0060590165""","=""9780060590161""",3,4.25,Eos,Paperback,464,2015,2001,,2013/01/10,2013,2013 (#2),read,"A mostly fun read (barely getting to 3 stars for me), but the cliffhanger ending was more than a little annoying. Weirdly paced, too.",,,1,,,0,,,,,
13578175,The Emperor's Soul,Brandon Sanderson,"Sanderson, Brandon",,"=""1616960922""","=""9781616960926""",4,4.32,Tachyon Publications,Paperback,175,2012,2012,,2013/01/03,2013,2013 (#1),read,"4.5/5 - As usual, a fantastic magic system and tight plotting. Only nitpick is that the compressed timescale and what Shai is able to accomplish in it was a bit too deus-ex-machina for me.",,,1,,,0,,,,,
13532283,Coaching Confidential: Inside the Fraternity of NFL Coaches,Gary Myers,"Myers, Gary",,"=""0307719669""","=""9780307719669""",2,3.35,Crown Archetype,Hardcover,272,2012,2012,,2012/12/30,2012,2012 (#39),read,"2.5/5 - Mostly history, which I wasn't so interested in. Not enough anecdotes/strategy for my taste.",,,1,,,0,,,,,
239399,"The Ghost Brigades (Old Man's War, #2)",John Scalzi,"Scalzi, John",,"=""0765354063""","=""9780765354068""",4,4.10,Tor Books,Paperback,347,2007,2006,,2012/12/25,"2012, own, virginia, hardcover","2012 (#38), own (#1), virginia (#1), hardcover (#1)",read,,,,1,,,1,,,unspecified,,
518848,"Sabriel (Abhorsen,  #1)",Garth Nix,"Nix, Garth",,"=""0064471837""","=""9780064471831""",3,4.14,Harper Collins,Mass Market Paperback,491,1996,1995,,2012/12/25,2012,2012 (#37),read,3.5/5,,,1,,,0,,,,,
51964,"Old Man's War (Old Man's War, #1)",John Scalzi,"Scalzi, John",,"=""0765348276""","=""9780765348272""",4,4.21,Tor Books,Mass Market Paperback,355,2007,2005,,2012/12/20,"2012, own, virginia, tradeback, kindle","2012 (#36), own (#2), virginia (#2), tradeback (#1), kindle (#1)",read,,,,1,,,0,,,,,
10335308,Is Everyone Hanging Out Without Me? (And Other Concerns),Mindy Kaling,"Kaling, Mindy",,"=""0307886263""","=""9780307886262""",3,3.86,Crown Archetype,Hardcover,222,2011,2011,,2012/12/12,2012,2012 (#35),read,"There were some pretty funny parts, but fell kind of flat overall.",,,1,,,0,,,,,
16148938,"Second Shift: Order (Shift, #2)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",3,4.27,Broad Reach Publishing,Kindle Edition,268,2012,2012,,2012/12/12,"2012, kindle, own","2012 (#34), kindle (#2), own (#3)",read,"This just wasn't as gripping as the previous books in the series. I still have high hopes for the remaining books, though!",,,1,,,0,,,,,
10552338,Reamde,Neal Stephenson,"Stephenson, Neal",,"=""0061977969""","=""9780061977961""",4,3.98,William Morrow,Hardcover,1044,2011,2011,,2012/12/04,2012,2012 (#33),read,"The story is pretty far fetched, but I rather enjoyed the book.",,,1,,,0,,,,,
13506825,Tmux: Productive Mouse-Free Development,Brian P. Hogan,"Hogan, Brian P.",,"=""1934356964""","=""9781934356968""",4,3.91,The Pragmatic Bookshelf,ebook,88,2012,2012,2012/11/30,2012/11/29,"2012, own, ebook","2012 (#32), own (#4), ebook (#1)",read,"3.5/5 - Great guide to tmux, although I was already familiar with probably the first half of the book. That being said, I still picked up a few tips from those sections, learned much about tmux's panes, and it's nice to have a comprehensive guide to using tmux for pair programming. Probably most useful to a tmux newbie, but not as useful for someone who already uses tmux's sessions and panes.",,,1,,,0,,,,,
7163862,Zoo City,Lauren Beukes,"Beukes, Lauren",,"=""0007327684""","=""9780007327683""",3,3.64,Angry Robot,Paperback,416,2010,2010,2012/11/18,2012/11/20,2012,2012 (#31),read,"3.5/5 - Fun read, but some of the plot felt a bit forced. Neat concept for the world, though.",,,1,,,0,,,,,
15746409,Effective Programming: More Than Writing Code,Jeff Atwood,"Atwood, Jeff",,"=""""","=""""",3,3.92,Hyperink,ebook,283,2012,2012,2012/11/16,2012/11/16,2012,2012 (#30),read,"3.5/5 - I've already read most of this before, so nothing new, but kind of nice to have a ""best hits"" compiled into a single collection. As usual, Atwood does a nice job of hitting broad and general points, although one could quibble with some of the details.",,,1,,,0,,,,,
2819368,Pump Six and Other Stories,Paolo Bacigalupi,"Bacigalupi, Paolo",,"=""159780133X""","=""9781597801331""",3,4.03,Night Shade Books,Hardcover,239,2008,2006,2012/11/16,2012/11/16,2012,2012 (#29),read,"3.5/5 - Enjoyable, although as with his other works, I really just want to read more about the universe!",,,1,,,0,,,,,
13497991,The Hydrogen Sonata (Culture #10),Iain M. Banks,"Banks, Iain M.",,"=""0356501507""","=""9780356501505""",3,4.18,Orbit,Hardcover,517,2012,2012,2012/11/01,2012/11/02,2012,2012 (#28),read,"3.5/5 - More or less a typical Culture novel. As usual, I love the universe and how Banks drops in tantalizing details about the world. And as usual, I wish there were more reveals, even though that's part of the charm of reading a Culture novel. The ending was especially non-enlightening, but it's always been about the journey, not the destination, for these books.",,,1,,,0,,,,,
9300768,"The Heroes (First Law World, #5)",Joe Abercrombie,"Abercrombie, Joe",,"=""0316123358""","=""9780316123358""",3,4.31,Orbit,ebook,581,2011,2011,2012/09/26,2012/09/26,2012,2012 (#27),read,"I'm still not entirely sure how I feel about this book. I did enjoy the overall story and characters, but there was just something that wasn't quite there. Anyway, worth reading if you like the number of characters of GRRM/WoT (as well as the character deaths in GRRM), and don't overly care about the story outside of the battle (which takes place over a few days).",,,1,,,0,,,,,
13452375,"Legion (Legion, #1)",Brandon Sanderson,"Sanderson, Brandon",Deniz Evliyagil,"=""1596064854""","=""9781596064850""",4,4.14,Subterranean Press,Hardcover,88,2012,2012,2012/09/13,2012/09/14,2012,2012 (#26),read,"Nifty concept, but I really wish there were more to this story!",,,1,,,0,,,,,
20290,The Heaven Makers,Frank Herbert,"Herbert, Frank",محمد قصاع,"=""0345344588""","=""9780345344588""",3,3.45,Del Rey Books,Paperback,240,1978,1968,2012/09/12,2012/09/13,2012,2012 (#25),read,"Not as good as some of Herbert's other early works, but still interesting to see some of the themes that lead through to Dune.",,,1,,,0,,,,,
13259652,"War Maid's Choice (War God, #4)",David Weber,"Weber, David",,"=""1451638353""","=""9781451638356""",2,4.02,Baen,Hardcover,598,2012,2012,,2012/08/16,2012,2012 (#24),read,Pretty ho-hum. The bantering (such as it was) got on my nerves.,,,1,,,0,,,,,
11717826,"Caine's Law (The Acts of Caine, #4)",Matthew Woodring Stover,"Stover, Matthew Woodring",,"=""0345455894""","=""9780345455895""",3,4.05,Del Rey,Paperback,496,2012,2012,,2012/01/12,2012,2012 (#23),read,"3.5/5 - I think I need to re-read this to give it a proper rating. Thoroughly confusing, but very Stover.",,,1,,,0,,,,,
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326353""","=""9780765326355""",4,4.61,Tor Books,Hardcover,1007,2010,2010,2012/07/03,2012/01/12,2012,2012 (#22),read,"I don't know why I was so worried I wouldn't like this book. All the complaining about the abundance of characters was far overstated (or maybe I'm just used to it from GRRM?). There were a handful of throwaway characters, but nothing like what I was expecting from other reviews! As usual, an intriguing world, although I really wish this was less of a setup novel and revealed more of what was actually going on in terms of the series as a whole.<br/><br/>Basically, if you liked Sanderson's other novels, I don't see why you wouldn't like this one.<br/><br/>Also, this was just about the perfect length for IAD-SFO-SEA.",,,1,,,0,,,,,
8477038,"The Perfection Point: Sport Science Predicts the Fastest Man, the Highest Jump, and the Limits of Athletic Performance",John Brenkus,"Brenkus, John",,"=""0061845450""","=""9780061845451""",3,3.58,Harper,Hardcover,256,2010,2010,2010/11/06,2010/09/09,2010,2010 (#53),read,"3.5 stars. I found the science to be pretty suspect, especially since it's given without much explanation, but that doesn't make the book any less fun to read. Actually, it probably makes the book much more interesting to read, since I imagine any detailed explanation of why changing X would increase the distance/speed by Y% would probably be pretty boring.",,,1,,,0,,,,,
6308259,"Torch of Freedom (Honorverse: Wages of Sin, #2)",David Weber,"Weber, David",Eric Flint,"=""1439133050""","=""9781439133057""",3,4.11,Baen,Hardcover,602,2009,2009,2010/11/25,2010/02/06,2010,2010 (#57),read,"3.5 stars. Nice to see the background of what happened on Mesa, although the Torch series reads a bit flimsy compared to the main Honorverse books.",,,1,,,0,,,,,
9408907,The Games That Changed the Game: The Evolution of the NFL in Seven Sundays,Ron Jaworski,"Jaworski, Ron","David Plaut, Greg Cosell, Steve Sabol","=""0345517970""","=""9780345517975""",4,3.84,ESPN,ebook,224,2010,2010,,2010/11/05,2011,2011 (#3),read,"3.5 stars. A great read for anyone who's into football strategy and/or history. Jaworski did a good job intertwining football history with personal anecdotes, and I think the book is quite readable even by people who aren't too familiar with football. One knock on the book in this respect is that going through so many drives in each game could sometimes become dull, and some of the game summaries probably would've benefited from further editing. A very enjoyable read, although I would've personally preferred it to have more X's and O's.",,,1,,,0,,,,,
11806716,"Blackout (Newsflesh Trilogy, #3)",Mira Grant,"Grant, Mira",,"=""1841499005""","=""9781841499000""",3,4.09,Orbit ,Paperback,512,2012,2012,,2012/06/30,2012,2012 (#20),read,"3.5/5 - A nice way to close out the series, although I was a little disappointed with some of the revelations and the overall plot in general.",,,1,,,0,,,,,
12962826,"Build Awesome Command-Line Applications in Ruby: Control Your Computer, Simplify Your Life",David B. Copeland,"Copeland, David B.",,"=""1934356913""","=""9781934356913""",3,3.89,Pragmatic Bookshelf,Paperback,225,2012,2012,,2012/06/30,2012,2012 (#19),read,"3.5/5 - Not a bad introduction to command line apps, and lots of good information sprinkled throughout, but it wasn't quite what I was expecting.",,,1,,,0,,,,,
565335,"Acacia: The War with the Mein (Acacia, #1)",David Anthony Durham,"Durham, David Anthony",,"=""0385506066""","=""9780385506069""",3,3.57,Doubleday,Hardcover,576,2007,2007,2009/10/24,2009/10/22,2009,2009 (#53),read,"A strange combination of epic Rule of Cool and GRRM-esque realism. The Rule of Cool wins over realism for most of the book, but I did enjoy the plot turns towards the end of the story. So... I liked the book, but there was that strange tension between the two aspects.",,,1,,,0,,,,,
612875,Postsingular,Rudy Rucker,"Rucker, Rudy",,"=""0765317419""","=""9780765317414""",3,3.62,Tor Books,Hardcover,320,2007,2007,,2012/06/15,2012,2012 (#18),read,3.5/5 - An enjoyable read about the singularity. Good enough that I want to read the sequel.,,,1,,,0,,,,,
342203,Everyone in Silico,Jim Munroe,"Munroe, Jim",,"=""1568582404""","=""9781568582405""",3,3.71,Da Capo Press,Paperback,256,2002,2002,,2012/06/11,2012,2012 (#17),read,"Neat ideas, but little followthrough.",,,1,,,0,,,,,
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",3,4.25,Crown Publishers,Hardcover,374,2011,2011,,2012/06/11,2012,2012 (#16),read,"3.5/5 - A fun read, though I found the overall premise hard to swallow. Also, I find it hard to believe that any single persons could be good enough to be /that/ good at all of these 80's games.",,,1,,,0,,,,,
13603717,"First Shift: Legacy (Shift, #1)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",3,4.22,Broad Reach Publishing,Kindle Edition,238,2012,2012,,2012/06/11,2012,2012 (#15),read,"3.5/5 - Neat for those who are familiar with the Wool-verse, but I could've used more plot/characters instead of just the little amount of setup for how Wool came to be.",,,1,,,0,,,,,
8855321,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,"=""1841499889""","=""9781841499888""",3,4.25,Orbit,Paperback,561,2011,2011,2012/06/06,2012/06/06,2012,2012 (#14),read,"3.5/5 - Started off a bit slow, but I'm glad I stuck with it. Mostly space opera, but with a splash of noir and zombies that didn't overwhelm. I enjoyed the dichotomy between the main characters, and the mostly-believable physics was nice as well.",,,1,,,0,,,,,
12850570,"The Cure for Everything: Untangling Twisted Messages about Health, Fitness, and Happiness",Timothy Caulfield,"Caulfield, Timothy",,"=""0807022055""","=""9780807022054""",3,3.78,Beacon Press,Hardcover,256,2012,2011,,2012/05/26,2012,2012 (#13),read,"3.5/5 - A good read for anyone interested in health, although a little boring for me since I didn't learn anything new. Basically eat smart, exercise for health and not weight, and pseudoscience is pseudoscience.",,,1,,,0,,,,,
11459550,I Am Maru,Mugumogu,"Mugumogu, Mugumogu",,"=""0062088416""","=""9780062088413""",3,4.11,William Morrow,Hardcover,96,2011,2009,2012/05/19,2012/05/20,2012,2012 (#12),read,3.5/5 - Who knew there was a book about Maru? I saw this at the library and picked it up. It's pretty much exactly what you'd expect.,,,1,,,0,,,,,
781561,Smalltalk Best Practice Patterns,Kent Beck,"Beck, Kent",,"=""013476904X""","=""9780134769042""",4,4.18,Pearson,Paperback,224,1996,1996,2012/05/07,2011/12/03,2012,2012 (#11),read,"4.5/5 - Not many people use Smalltalk, but this is a pretty great read for Ruby and Objective-C, as both languages inherit much of Smalltalk's base concepts. A lot of the patterns are obvious (some in general, some in hindsight), but it's nice to have them actually explained and put down into words.",,,1,,,1,,,unspecified,,
11799211,Exceptional Ruby: Master the Art of Handling Failure in Ruby,Avdi Grimm,"Grimm, Avdi",,"=""""","=""9781937785512""",4,4.00,Pragmatic Bookshelf,ebook,102,2011,2011,2012/04/17,2012/04/18,2012,2012 (#10),read,"A nice, succinct read on exception handling in Ruby. I learned some good stuff here, especially guidance on when exceptions should be used.",,,1,,,0,,,,,
2827827,"Essential Ultimate: Teaching, Coaching, Playing",Michael Baccarini,"Baccarini, Michael",Tina Booth,"=""0736050930""","=""9780736050937""",4,4.20,Human Kinetics Publishers,Paperback,175,2008,2007,2012/04/03,2010/02/05,,,read,,,,1,,,1,,,unspecified,,
12269981,"A Rising Thunder (Honor Harrington, #13)",David Weber,"Weber, David",,"=""145163806X""","=""9781451638066""",3,4.09,Baen,Hardcover,458,2012,2012,2012/04/02,2012/04/02,2012,2012 (#9),read,"3.5/5 - This was a surprisingly short HH book! I've gotten used to the weighty tomes that were the previous few books in the series. While it was enjoyable, not much actually happened and this felt like it was just setting the stage for the next book in the series (for which I am anxiously awaiting).",,,1,,,0,,,,,
13453029,"Wool Omnibus (Silo, #1)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",4,4.21,Broad Reach Publishing,Kindle Edition,509,2012,2012,2012/03/28,2012/03/29,2012,2012 (#8),read,"4.5/5 - Pretty fantastic stuff. Howey starts off with a great short story in Wool #1 (and could easily have ended there), but I'm glad he didn't.",,,1,,,0,,,,,
1532574,One Jump Ahead:: Challenging Human Supremacy in Checkers,Jonathan Schaeffer,"Schaeffer, Jonathan",,"=""0387949305""","=""9780387949307""",4,3.83,Springer,Hardcover,496,1997,1997,2012/03/16,2012/03/16,2012,2012 (#7),read,"4.5/5 - If you liked Behind Deep Blue or the Maven thesis, this will be right up your alley. A wonderful history on the progression of Chinook as a checkers AI on through the solving of checkers. Highly recommended for anyone who enjoys reading about computer game AI.",,,1,,,0,,,,,
57045,"Downbelow Station (The Company Wars, #1)",C.J. Cherryh,"Cherryh, C.J.",,"=""0756400597""","=""9780756400590""",3,3.92,DAW,Mass Market Paperback,526,2001,1981,2012/03/06,2012/03/07,2012,2012 (#6),read,A pretty satisfying ending to a kind of boring rest of the book.,,,1,,,0,,,,,
29397,"Woken Furies (Takeshi Kovacs, #3)",Richard K. Morgan,"Morgan, Richard K.",,"=""0345479718""","=""9780345479716""",3,4.03,Del Rey,Hardcover,464,2005,2005,2012/03/01,2012/03/01,2012,2012 (#5),read,,,,1,,,0,,,,,
279561,"Broken Angels (Takeshi Kovacs, #2)",Richard K. Morgan,"Morgan, Richard K.",,"=""0345457714""","=""9780345457714""",4,3.94,Del Rey,Trade Paperback,366,2004,2003,2012/02/19,2012/02/19,2012,2012 (#4),read,"3.5/5 - Good enough that I had a hard time putting it down, but the characters and ending were somewhat underwhelming. Still merits the rating due to the action/plot and universe.",,,1,,,0,,,,,
1898,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,"Krakauer, Jon",,"=""0385494785""","=""9780385494786""",4,4.19,Anchor Books,Paperback,368,1999,1997,2012/02/11,2012/02/12,2012,2012 (#3),read,"A first person recollection of what happened in the Everest disaster of 1996. I found this pretty interesting, as I've never done any mountaineering before.",,,1,,,0,,,,,
10664113,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",3,4.32,Bantam,Kindle Edition,1125,2011,2011,2011/08/04,2010/01/29,2011,2011 (#14),read,3.5/5,,,1,,,0,,,,,
10803121,"The Alloy of Law (Mistborn, #4)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765330423""","=""9780765330420""",4,4.20,Tor Books,Hardcover,332,2011,2011,,2012/01/14,2012,2012 (#1),read,"Pretty fantastic continuation to the initial Mistborn trilogy. Some random thoughts about the book:<br/><br/>* Love that a new allomatic power was introduced by page 50.<br/>* The time gap between the previous series and this book strongly reminded me of both Dune (God Emperor) and Avatar (Legend of Korra); the former because of the past becoming myth, and the latter due to the move towards an industrial setting from a medieval one.<br/>* As usual, Sanderson has some of the tightest plotting in SFF I've read in a long time. Also some of the most satisfying solutions to mysteries. (Just as with the previous books, I figured some of them out while reading, and the reveals which I did not figure out were fantastic.)",,,1,,,0,,,,,
11115311,"Which Comes First, Cardio or Weights?: Fitness Myths, Training Truths, and Other Surprising Discoveries from the Science of Exercise",Alex  Hutchinson,"Hutchinson, Alex",,"=""006200753X""","=""9780062007537""",4,4.01,William Morrow Paperbacks,Paperback,336,2011,2011,,2012/01/13,2012,2012 (#2),read,Pretty useful book that summarizes a lot of the current knowledge behind exercise. I especially liked that the author isn't afraid to come out and say when the science is inconclusive.,,,1,,,0,,,,,
8785374,"Snuff (Discworld, #39; City Watch #8)",Terry Pratchett,"Pratchett, Terry",,"=""038561926X""","=""9780385619264""",4,4.13,Doubleday UK,Hardcover,378,2011,2011,,2011/12/22,"2011, 2014","2011 (#39), 2014 (#3)",read,"Vimes is my favorite Discworld character, so this rating was probably a foregone conclusion. The Ankh-Morpork plotline felt a little weak though, and I thought the killer-going-after-Vimes was a bit too reminiscent of what happened in Thud!.",,,1,,,0,,,,,
10170545,"The Children of the Sky  (Zones of Thought, #3)",Vernor Vinge,"Vinge, Vernor",,"=""0312875622""","=""9780312875626""",4,3.64,Tor,Hardcover,444,2011,2011,,2011/12/21,2011,2011 (#38),read,"3.5/5 - I liked it, but really, I want more of the Beyond and not the Down Here.",,,1,,,0,,,,,
626961,Andy Roddick Beat Me with a Frying Pan: Taking the Field with Pro Athletes and Olympic Legends to Answer Sports Fans' Burning Questions,Todd Gallagher,"Gallagher, Todd",,"=""0307352803""","=""9780307352804""",5,3.70,Three Rivers Press,Paperback,288,2007,2007,,2010/01/03,"2010, 2011","2010 (#4), 2011 (#37)",read,"I really liked this, but it combines sports and random hypotheticals, so how could I not?",,,2,,,0,,,,,
220969,"Die Trying (Jack Reacher, #2)",Lee Child,"Child, Lee",,"=""0515142247""","=""9780515142242""",4,4.04,Jove,Mass Market Paperback,552,2008,1998,,2011/12/10,2011,2011 (#36),read,"3.5/5 - It's rather refreshing to have main characters actually be competent, although Reacher and Holly might be a bit too much so... still, I like it.",,,1,,,0,,,,,
455925,"Running Blind (Jack Reacher, #4)",Lee Child,"Child, Lee",,"=""0515130974""","=""9780515130973""",2,4.10,Jove,Paperback,512,2001,2000,,2011/12/01,2011,2011 (#35),read,I was underwhelmed by the reveal.,,,1,,,0,,,,,
2102600,"Zoe's Tale (Old Man's War, #4)",John Scalzi,"Scalzi, John",,"=""0765316986""","=""9780765316981""",3,3.74,Tor Books,Hardcover,335,2008,2008,2009/03/08,2008/12/25,2009,2009 (#13),read,"I had this eerie sense of deja vu while reading through the book. I vaguely knew what was going on, although couldn't put my finger on exactly what would happen.<br/><br/>Embarrassingly enough, it wasn't until the author's note that I realized this took place alongside Last Colony, but from a different viewpoint.<br/><br/>The rating should really be 3.5/5. I enjoyed reading it, but really, it just makes me want to reread Last Colony again.",,,1,,,0,,,,,
6499287,MetaGame,Sam Landstrom,"Landstrom, Sam",,"=""""","=""""",4,3.58,,Kindle Edition,424,,2009,,2011/11/22,2011,2011 (#34),read,"I quite enjoyed this. Loved the setting, even though the end seemed a bit rushed.",,,1,,,0,,,,,
11509894,"Countdown (Newsflesh Trilogy, #0.25)",Mira Grant,"Grant, Mira",,"=""031620448X""","=""9780316204484""",2,4.09,Orbit,ebook,105,2011,2011,,2011/08/10,2011,2011 (#33),read,"2.5/5. Coming from the point of view of someone who's already read the first two books, the content was not terribly interesting for me.",,,1,,,0,,,,,
1677880,Practical Programming for Strength Training,Mark Rippetoe,"Rippetoe, Mark",Lon Kilgore,"=""0976805413""","=""9780976805410""",4,4.33,Aasgaard Co.,Paperback,282,2006,2006,,2011/11/19,2011,2011 (#32),read,"Very informative - not sure I really needed all the detail, but I'm glad I have a reference if I ever want to look it up. I think Starting Strength is the book I was actually looking for, although Practical Programming was still a good read to get some more background on the theory.",,,1,,,0,,,,,
77747,"We Few (Empire of Man, #4)",David Weber,"Weber, David",John Ringo,"=""1416520848""","=""9781416520849""",4,4.20,Baen,Paperback,576,2006,2004,2009/04/08,2009/04/08,2011,2011 (#31),read,"A nice close to the Empire of Man series, while leaving enough open threads for later continuation.",,,1,,,0,,,,,
78129,"Killing Floor (Jack Reacher, #1)",Lee Child,"Child, Lee",,"=""0515141429""","=""9780515141429""",3,4.05,Jove,Mass Market Paperback,424,2006,1997,,2011/11/18,2011,2011 (#30),read,"2.5/3. Entertaining, but the plot was a little thin. Not nearly as good as the other Reacher novel I read, but I supposed that's to be expected, given that this is the first one in the series. ",,,1,,,0,,,,,
886066,"Matter (Culture, #8)",Iain M. Banks,"Banks, Iain M.",,"=""1841494186""","=""9781841494180""",2,4.08,Orbit,Paperback,593,2008,2008,2011/11/09,2011/11/09,2011,2011 (#29),read,"As fascinating as I find the concept of the Culture, I just don't really enjoy the stories all that much. I think this will be the last Culture book I'm going to read.",,,1,,,0,,,,,
