Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
17994,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,"Singh, Simon",,"=""0385495323""","=""9780385495325""",4,4.26,Anchor,Paperback,412,2000,1999,,2016/03/14,"2016, hardcover","2016 (#7), hardcover (#13)",read,"Highly enjoyable read. It was fascinating to find out more about the history and stories of cryptography, although I wound up just skimming past the math/physics since I'd already taken those courses a long, long time ago. I especially enjoyed the details of Enigma and some of the backstories behind Diffie-Hellman and RSA.<br/><br/>Thanks for the recommendation, Ellen!",,,1,,,0,,,,,
6442769,Paper Towns,John Green,"Green, John",,"=""014241493X""","=""9780142414934""",3,3.79,Speak,Paperback,305,2009,2008,2015/02/01,2015/02/17,"2015, kindle, own, ebook, ya-sjw-book-club","2015 (#8), kindle (#38), own (#39), ebook (#44), ya-sjw-book-club (#7)",read,"Lovely read, even if it isn't my usual fare.",,,1,,,0,,,,,
16143347,We Were Liars,E. Lockhart,"Lockhart, E.",,"=""""","=""""",2,3.84,Delacorte Press,Kindle Edition,242,2014,2014,2015/03/01,2015/03/18,"2015, ebook, kindle, own, ya-sjw-book-club","2015 (#10), ebook (#45), kindle (#39), own (#40), ya-sjw-book-club (#6)",read,"2.5/5 - I can't believe this is YA...! It's a very interesting read, although wasn't really up my alley.",,,1,,,0,,,,,
13335037,"Divergent (Divergent, #1)",Veronica Roth,"Roth, Veronica",,"=""0062024035""","=""9780062024039""",3,4.19,Katherine Tegen Books,Paperback,487,2012,2011,2015/05/01,2015/05/02,"2015, kindle, own, ebook, ya-sjw-book-club","2015 (#14), kindle (#42), own (#42), ebook (#48), ya-sjw-book-club (#5)",read,"Fun read, but the romance and characters were a stretch.",,,1,,,0,,,,,
13453104,The Summer Prince,Alaya Dawn Johnson,"Johnson, Alaya Dawn",,"=""0545417791""","=""9780545417792""",3,3.59,Arthur A. Levine / Scholastic,Hardcover,289,2013,2013,2015/07/01,2015/07/12,"2015, ebook, kindle, own, ya-sjw-book-club","2015 (#17), ebook (#51), kindle (#45), own (#44), ya-sjw-book-club (#4)",read,"Although I enjoyed actually reading the book, it didn't hold up quite as well on further reflection.",,,1,,,0,,,,,
22392935,This Side of Home,Renée Watson,"Watson, Renée",,"=""1599906686""","=""9781599906683""",3,4.02,Bloomsbury USA Childrens,Hardcover,336,2015,2015,2015/11/01,2015/11/03,"2015, hardcover, ya-sjw-book-club","2015 (#30), hardcover (#10), ya-sjw-book-club (#3)",read,"3.5/5 - A really nice read that takes a look at racism and gentrification in Portland. The author doesn't get too deep or heavy into the subjects, which is understandable given the genre. One of the books I've enjoyed the most for our YA book club so far.",,,1,,,0,,,,,
3236307,"Graceling (Graceling Realm, #1)",Kristin Cashore,"Cashore, Kristin",,"=""""","=""9780152063962""",4,4.07,Harcourt,Hardcover,471,2008,2008,2015/11/01,2015/11/23,"2015, ebook, kindle, ya-sjw-book-club","2015 (#32), ebook (#59), kindle (#53), ya-sjw-book-club (#2)",read,4.5/5 - Favorite YA book this year so far!,,,1,,,0,,,,,
13642,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0553383043""","=""9780553383041""",3,3.99,,Paperback,183,2004,1968,2015/03/26,2009/03/26,"2009, 2015","2009 (#18), 2015 (#21)",read,"Should really be a 3.5/5. I just wasn't as impressed by this as I expected to be. It wasn't bad, and perhaps I would've liked it better had I not seen similar concepts elsewhere.<br/><br/>Also, I don't particularly enjoy reading about the main character traveling. (Much like with Tolkien.)",,,1,,,0,,,,,
16059411,"Two Serpents Rise (Craft Sequence, #2)",Max Gladstone,"Gladstone, Max",,"=""0765333120""","=""9780765333124""",4,3.91,Tor Books,Hardcover,347,2013,2013,2015/01/01,2015/01/01,"2015, ebook, kindle, own","2015 (#1), ebook (#39), kindle (#33), own (#34)",read,"After reading the first book in this series, I actually went and bought this for the flight back home. Pretty much the same as the first book - a fantastic universe, well-plotted, and great characters. Very reminiscent of Sanderson, although with better characters and a slightly less satisfying plot resolution. (Which really isn't a knock on Gladstone; Sanderson really excels at plot resolution!)",,,1,,,0,,,,,
22443261,"The Rithmatist (The Rithmatist, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.21,Tor UK,Kindle Edition,353,2014,2013,2015/01/01,2015/01/11,"2015, 2013, ebook, kindle, own","2015 (#3), 2013 (#31), ebook (#41), kindle (#35), own (#36)",read,,,,1,,,0,,,,,
9756310,"The Clockwork Rocket (Orthogonal, #1)",Greg Egan,"Egan, Greg",,"=""0575095113""","=""9780575095113""",3,3.62,Orion/Gollancz,Hardcover,512,2011,2011,2015/02/01,2015/02/04,"2015, ebook, kindle","2015 (#4), ebook (#42), kindle (#36)",read,"Incredibly fascinating premise, but I didn't really want to spend the time to truly grok the science behind this universe. Not sure who the target audience for this book is, but I enjoyed the concept enough to skim it.",,,1,,,0,,,,,
16148208,"Full Fathom Five (Craft Sequence, #3)",Max Gladstone,"Gladstone, Max",,"=""0765335743""","=""9780765335746""",3,4.12,Tor Books,Hardcover,382,2014,2014,2015/02/01,2015/02/06,2015,2015 (#5),read,"3.5/5 - Still love the Craft Sequence universe, but I figured out most of the plot twists in this pretty quickly, so it just wasn't quite as satisfying as the previous books.",,,1,,,0,,,,,
20174424,"City of Stairs (The Divine Cities, #1)",Robert Jackson Bennett,"Bennett, Robert Jackson",,"=""080413717X""","=""9780804137171""",3,4.05,Broadway Books,Paperback,452,2014,2014,2015/02/01,2015/02/10,2015,2015 (#6),read,"3.5/5 - Nothing mindblowing, but a solid and enjoyable read.",,,1,,,0,,,,,
22318578,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,"Kondō, Marie",Cathy Hirano,"=""1607747308""","=""9781607747307""",3,3.85,Ten Speed Press,Hardcover,213,2014,2011,2015/02/01,2015/02/12,"2015, ebook, kindle","2015 (#7), ebook (#43), kindle (#37)",read,"Some interesting tips, but I felt like this book could've been condensed into maybe ten or so pages. I skimmed most of the book.",,,1,,,0,,,,,
11114494,"The Eternal Flame (Orthogonal, #2)",Greg Egan,"Egan, Greg",,"=""0575105712""","=""9780575105713""",3,3.94,Night Shade Books,Hardcover,328,2012,2012,2015/03/01,2015/03/06,"hardcover, 2015","hardcover (#6), 2015 (#9)",read,"Pretty much the same as the last book - a fascinating universe, but I skimmed a lot of the science-y bits. I assume the physics is solid, although I'm curious whether the biology is reasonable or not.",,,1,,,0,,,,,
13352266,The Arrows of Time (Orthogonal #3),Greg Egan,"Egan, Greg",,"=""0575105763""","=""9780575105768""",3,4.03,Night Shade Books,Hardcover,392,2014,2013,2015/03/01,2015/03/18,2015,2015 (#11),read,"Greg Egan is insane, in the best of ways. I had to skim a lot of this book, and didn't really understand a lot of the science. I would've preferred ""non-fiction"" books in this universe, with less plot and explanations of the science aimed at novices.<br/><br/>Still, I absolutely love the concept. Just need Cliff's Notes for the science or something...",,,1,,,0,,,,,
9189678,Just Ride: A Radically Practical Guide to Riding Your Bike,Grant Petersen,"Petersen, Grant",,"=""0761155589""","=""9780761155584""",4,3.79,Workman Publishing Company,Paperback,212,2012,2012,2015/03/01,2015/03/26,"2015, ebook, kindle","2015 (#12), ebook (#46), kindle (#40)",read,"4.5/5 - Really liked the concept behind this book - the influence of racing on biking is huge, and not necessarily for the better. Given how much I agreed with the section on fitness (for the most part), I can be reasonably certain that I'd probably agree similarly for the rest of his advice.",,,1,,,0,,,,,
8828714,Karma,Cathy Ostlere,"Ostlere, Cathy",,"=""1595143386""","=""9781595143389""",3,3.84,Razorbill,Hardcover,528,2011,2011,2015/05/01,2015/05/02,"2015, ebook, kindle, own","2015 (#13), ebook (#47), kindle (#41), own (#41)",read,"Nice writing, but some pretty weird plot in the latter half of the book.",,,1,,,0,,,,,
17255186,"The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win",Gene Kim,"Kim, Gene","Kevin Behr, George Spafford","=""0988262592""","=""9780988262591""",4,4.27,IT Revolution Press,Hardcover,345,2013,2013,2015/05/01,2015/05/10,"2015, kindle, ebook, own","2015 (#15), kindle (#43), ebook (#49), own (#43)",read,"Kind of preachy and one-dimensional, but a good read nonetheless. Probably because I largely agree with the book's points. It's worth reading if you're into IT management theory, and it's an easy read too.",,,1,,,0,,,,,
20706284,"Ancillary Sword (Imperial Radch, #2)",Ann Leckie,"Leckie, Ann",,"=""0316246654""","=""9780316246651""",4,4.06,Orbit,Paperback,400,2014,2014,2015/06/01,2015/06/06,"2015, ebook, kindle","2015 (#16), ebook (#50), kindle (#44)",read,"Although I liked the first book, I wasn't sure whether I enjoyed it enough to keep reading the series. But given that I chewed through this in just a couple of days, I think it's safe to say that I'm definitely going to read the next one.",,,1,,,0,,,,,
18952341,"The Grace of Kings (The Dandelion Dynasty, #1)",Ken Liu,"Liu, Ken",,"=""1481424270""","=""9781481424271""",4,3.73,Saga Press,Hardcover,640,2015,2015,2015/07/01,2015/07/12,"2015, ebook, kindle","2015 (#18), ebook (#52), kindle (#46)",read,3.5/5 - Written in a unique style - really reads like a tale of legend told from the distant past.,,,1,,,0,,,,,
15698479,"The Human Division (Old Man's War, #5)",John Scalzi,"Scalzi, John",,"=""0765333511""","=""9780765333513""",3,4.08,Tor Books,Hardcover,431,2013,2013,2015/07/01,2015/07/12,"2015, kindle, own, ebook","2015 (#19), kindle (#47), own (#45), ebook (#53)",read,"Enjoyable, but leaves more strands hanging that resolved. The transitions between each chapter are a little rough, probably due to the episodic nature of the book.",,,1,,,0,,,,,
12591698,"Caliban's War (The Expanse, #2)",James S.A. Corey,"Corey, James S.A.",,"=""1841499900""","=""9781841499901""",3,4.34,Orbit (Hachette),Paperback,595,2012,2012,2015/07/01,2015/07/26,"2015, ebook, kindle, own","2015 (#20), ebook (#54), kindle (#48), own (#46)",read,"3.5/5 - Quite enjoyed this one. Even more than the first book, I think.",,,1,,,0,,,,,
23168830,"Last First Snow (Craft Sequence, #4)",Max Gladstone,"Gladstone, Max",,"=""0765379406""","=""9780765379405""",4,4.02,Tor Books,Hardcover,384,2015,2015,2015/08/01,2015/08/17,2015,2015 (#22),read,"Another great read from Gladstone. Really enjoyed seeing familiar characters in the past, and makes me want to read Two Serpents Rise again.",,,1,,,0,,,,,
25917374,The Art of Smart Football,Chris B. Brown,"Brown, Chris B.",,"=""""","=""""",4,4.19,SCBB Press,Kindle Edition,183,2015,2015,2015/09/01,2015/09/06,"2015, ebook, kindle, own","2015 (#23), ebook (#55), kindle (#49), own (#47)",read,"Great read. A bit of deja vu if you've been reading his work online, but still very worthwhile. Makes me look forward even more to football season kicking into gear!",,,1,,,0,,,,,
17910095,The Flicker Men,Ted Kosmatka,"Kosmatka, Ted",,"=""0805096191""","=""9780805096194""",2,3.64,Henry Holt and Co.,Hardcover,352,2015,2015,2015/09/01,2015/09/20,2015,2015 (#24),read,"Really promising start, but it went off the rails for me in the third act. It almost reads like two different books, and there just wasn't enough tie-in from the setup to the ending for me. I wish it had either explored the main scientific premise more or concentrated on the more mystery-action in the end.",,,1,,,0,,,,,
22816087,Seveneves,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",4,3.98,William Morrow,Kindle Edition,880,2015,2015,2015/10/01,2015/10/11,"2015, ebook, kindle","2015 (#26), ebook (#57), kindle (#51)",read,"Really enjoyed Seveneves. Only knocks for me were the excessive descriptions of technology (which I mostly skimmed) and some of the worldbuilding stretched my suspension of disbelief. But overall, this is one of my favorite Stephenson reads so far.",,,1,,,0,,,,,
23444482,"The Traitor Baru Cormorant (The Masquerade, #1)",Seth Dickinson,"Dickinson, Seth",,"=""0765380722""","=""9780765380722""",4,4.06,Tor Books / Tom Doherty Associates ,Hardcover,399,2015,2015,2015/10/01,2015/10/19,"2015, hardcover","2015 (#27), hardcover (#7)",read,"4.5/5 - Such an interesting book - would highly recommend for people who enjoy more political-style fantasy. Political intrigues like Game of Thrones, but more focused on government. Also reminds me a lot of Max Gladstone's work, but with more politics/economics and less magic. I have a hard time explaining this book, but it was fantastic.",,,1,,,0,,,,,
23168809,"The End of All Things (Old Man's War, #6)",John Scalzi,"Scalzi, John",,"=""0765376075""","=""9780765376077""",3,3.99,Tor Books,Hardcover,380,2015,2015,2015/10/01,2015/10/19,"2015, hardcover","2015 (#28), hardcover (#8)",read,"2.5/5 - Entertaining, but not as good as Scalzi's previous works.",,,1,,,0,,,,,
18656030,"Cibola Burn (The Expanse, #4)",James S.A. Corey,"Corey, James S.A.",,"=""""","=""""",3,4.18,Orbit,Hardcover,581,2014,2014,2015/10/01,2015/10/22,"2015, hardcover","2015 (#29), hardcover (#9)",read,"3.5/5 - Took a few strange turns and had some weird pacing, but I'm still interested enough in the series to read the next book.",,,1,,,0,,,,,
22886612,"Nemesis Games (The Expanse, #5)",James S.A. Corey,"Corey, James S.A.",,"=""""","=""""",4,4.41,Orbit,Kindle Edition,536,2015,2015,2015/11/01,2015/11/16,"2015, kindle, ebook","2015 (#31), kindle (#52), ebook (#58)",read,"A worthy continuation of the series. I liked the change of pace with the crew split up, and the returns of some familiar faces.",,,1,,,0,,,,,
16065004,"Shadows of Self (Mistborn, #5)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765378558""","=""9780765378552""",3,4.27,Tor Books,Hardcover,383,2015,2015,2015/12/01,2015/12/13,"2015, hardcover","2015 (#33), hardcover (#11)",read,"Liked it, but not as much as previous works by Sanderson. Characters just felt flatter, and there wasn't as much meat to the story. The main twist was pretty predictable, and the secondary twist at the end felt pretty contrived. I wonder if this was since Bands of Mourning was written first? In any case, I'm still eagerly awaiting Bands of Mourning and hoping that everything comes together satisfactorily there.<br/><br/>Also, the Cosmere is starting to get pretty complicated, and I'm having trouble keeping track of all the various worlds and Shards and gods, which I especially realized when reading the appendix to Shadows of Self.",,,1,,,0,,,,,
10717366,The Unmapped Lands,Theresa Couchman,"Couchman, Theresa",,"=""""","=""""",3,4.07,,Kindle Edition,,,2011,,2013/06/17,"2013, ebook, kindle, own","2013 (#13), ebook (#9), kindle (#9), own (#11)",read,"An enjoyable read, but a little too ""fantastic"" (in the fantasy sense of the word) for my liking.",,,1,,,0,,,,,
23012547,"Fables, Vol. 22: Farewell",Bill Willingham,"Willingham, Bill","Mark Buckingham, Steve Leialoha, Andrew Pepoy, Dan           Green, José Marzán Jr., David Petersen, Russ Braun, Joëlle Jones, Mark Schultz, Lee Garbett, Teddy Kristiansen, Mike Allred, Aaron Alexovich, David Hahn, Lan Medina, Niko Henrichon, Terry Dodson, Rachel Dodson, Mark Farmer, Megan Levens, Bryan Talbot, Lee Loughridge, Andrew Dalhouse, Laura Allred, Todd Klein, Nimit Malavi","=""1401252338""","=""9781401252335""",0,3.92,Vertigo,Paperback,160,2015,2015,,2015/11/04,,,read,,,,1,,,0,,,,,
18663149,"Abaddon's Gate (Expanse, #3)",James S.A. Corey,"Corey, James S.A.",,"=""""","=""""",4,4.24,Orbit,Kindle Edition,547,2013,2013,2015/10/06,2015/10/06,"2015, ebook, kindle","2015 (#25), ebook (#56), kindle (#50)",read,"My favorite of the series as yet. Fast paced, and just enough about the creators of the protomolecule to pique my interest without being frustrating or taking over the rest of the plot.",,,1,,,0,,,,,
22522686,"Fables, Vol. 21: Happily Ever After",Bill Willingham,"Willingham, Bill","Mark Buckingham, Steve Leialoha","=""1401251323""","=""9781401251321""",0,3.94,Vertigo Comics,Paperback,200,2015,2015,,2015/09/30,,,read,,,,1,,,0,,,,,
18275594,"Fables, Vol. 20: Camelot",Bill Willingham,"Willingham, Bill","Mark Buckingham, Steve Leialoha, Russ Braun, Barry Kitson, Andrew Pepoy, Gary Erskine","=""1401245161""","=""9781401245160""",0,3.96,Vertigo,Paperback,256,2014,2014,,2015/08/26,,,read,,,,1,,,0,,,,,
17704953,"Fables, Vol. 19: Snow White",Bill Willingham,"Willingham, Bill","Mark Buckingham, Shawn McManus","=""1401242480""","=""9781401242480""",0,3.91,Vertigo,Paperback,168,2013,2013,,2015/08/22,,,read,,,,1,,,0,,,,,
22605161,"Chew, Vol. 9: Chicken Tenders",John Layman,"Layman, John",Rob Guillory,"=""1632152894""","=""9781632152893""",0,4.23,Image Comics,Paperback,160,2015,2015,,2015/08/22,,,read,,,,1,,,0,,,,,
21965714,"Flex ('Mancer, #1)",Ferrett Steinmetz,"Steinmetz, Ferrett",,"=""0857664603""","=""9780857664600""",3,3.81,Angry Robot,Paperback,429,2015,2015,,2015/03/12,,,read,"An enjoyable read. I liked it overall, although the resolution of the main plot was a bit too pat for me. Otherwise, it was fun and good enough that I'll probably read the sequel when it comes out.<br/><br/>I do kind of wonder if this would've been better as a YA book, though...",,,1,,,0,,,,,
